date,player,rank
1988-03-21,Steffi Graf,1
1988-03-28,Steffi Graf,1
1988-04-04,Steffi Graf,1
1988-04-11,Steffi Graf,1
1988-04-18,Steffi Graf,1
1988-04-25,Steffi Graf,1
1988-05-02,Steffi Graf,1
1988-05-09,Steffi Graf,1
1988-05-16,Steffi Graf,1
1988-05-23,Steffi Graf,1
1988-05-30,Steffi Graf,1
1988-06-06,Steffi Graf,1
1988-06-13,Steffi Graf,1
1988-06-20,Steffi Graf,1
1988-06-27,Steffi Graf,1
1988-07-04,Steffi Graf,1
1988-07-11,Steffi Graf,1
1988-07-18,Steffi Graf,1
1988-07-25,Steffi Graf,1
1988-08-01,Steffi Graf,1
1988-08-08,Steffi Graf,1
1988-08-15,Steffi Graf,1
1988-08-22,Steffi Graf,1
1988-08-29,Steffi Graf,1
1988-09-05,Steffi Graf,1
1988-09-12,Steffi Graf,1
1988-09-19,Steffi Graf,1
1988-09-26,Steffi Graf,1
1988-10-03,Steffi Graf,1
1988-10-10,Steffi Graf,1
1988-10-17,Steffi Graf,1
1988-10-24,Steffi Graf,1
1988-10-31,Steffi Graf,1
1988-11-07,Steffi Graf,1
1988-11-14,Steffi Graf,1
1988-11-21,Steffi Graf,1
1988-11-28,Steffi Graf,1
1988-12-05,Steffi Graf,1
1988-12-12,Steffi Graf,1
1988-12-19,Steffi Graf,1
1988-12-26,Steffi Graf,1
1989-01-02,Steffi Graf,1
1989-01-09,Steffi Graf,1
1989-01-16,Steffi Graf,1
1989-01-23,Steffi Graf,1
1989-01-30,Steffi Graf,1
1989-02-06,Steffi Graf,1
1989-02-13,Steffi Graf,1
1989-02-20,Steffi Graf,1
1989-02-27,Steffi Graf,1
1989-03-06,Steffi Graf,1
1989-03-13,Steffi Graf,1
1989-03-20,Steffi Graf,1
1989-03-27,Steffi Graf,1
1989-04-03,Steffi Graf,1
1989-04-10,Steffi Graf,1
1989-04-17,Steffi Graf,1
1989-04-24,Steffi Graf,1
1989-05-01,Steffi Graf,1
1989-05-08,Steffi Graf,1
1989-05-15,Steffi Graf,1
1989-05-22,Steffi Graf,1
1989-05-29,Steffi Graf,1
1989-06-05,Steffi Graf,1
1989-06-12,Steffi Graf,1
1989-06-19,Steffi Graf,1
1989-06-26,Steffi Graf,1
1989-07-03,Steffi Graf,1
1989-07-10,Steffi Graf,1
1989-07-17,Steffi Graf,1
1989-07-24,Steffi Graf,1
1989-07-31,Steffi Graf,1
1989-08-07,Steffi Graf,1
1989-08-14,Steffi Graf,1
1989-08-21,Steffi Graf,1
1989-08-28,Steffi Graf,1
1989-09-04,Steffi Graf,1
1989-09-11,Steffi Graf,1
1989-09-18,Steffi Graf,1
1989-09-25,Steffi Graf,1
1989-10-02,Steffi Graf,1
1989-10-09,Steffi Graf,1
1989-10-16,Steffi Graf,1
1989-10-23,Steffi Graf,1
1989-10-30,Steffi Graf,1
1989-11-06,Steffi Graf,1
1989-11-13,Steffi Graf,1
1989-11-20,Steffi Graf,1
1989-11-27,Steffi Graf,1
1989-12-04,Steffi Graf,1
1989-12-11,Steffi Graf,1
1989-12-18,Steffi Graf,1
1989-12-25,Steffi Graf,1
1990-01-01,Steffi Graf,1
1990-01-08,Steffi Graf,1
1990-01-15,Steffi Graf,1
1990-01-22,Steffi Graf,1
1990-01-29,Steffi Graf,1
1990-02-05,Steffi Graf,1
1990-02-12,Steffi Graf,1
1990-02-19,Steffi Graf,1
1990-02-26,Steffi Graf,1
1990-03-05,Steffi Graf,1
1990-03-12,Steffi Graf,1
1990-03-19,Steffi Graf,1
1990-03-26,Steffi Graf,1
1990-04-02,Steffi Graf,1
1990-04-09,Steffi Graf,1
1990-04-16,Steffi Graf,1
1990-04-23,Steffi Graf,1
1990-04-30,Steffi Graf,1
1990-05-07,Steffi Graf,1
1990-05-14,Steffi Graf,1
1990-05-21,Steffi Graf,1
1990-05-28,Steffi Graf,1
1990-06-04,Steffi Graf,1
1990-06-11,Steffi Graf,1
1990-06-18,Steffi Graf,1
1990-06-25,Steffi Graf,1
1990-07-02,Steffi Graf,1
1990-07-09,Steffi Graf,1
1990-07-16,Steffi Graf,1
1990-07-23,Steffi Graf,1
1990-07-30,Steffi Graf,1
1990-08-06,Steffi Graf,1
1990-08-13,Steffi Graf,1
1990-08-20,Steffi Graf,1
1990-08-27,Steffi Graf,1
1990-09-03,Steffi Graf,1
1990-09-10,Steffi Graf,1
1990-09-17,Steffi Graf,1
1990-09-24,Steffi Graf,1
1990-10-01,Steffi Graf,1
1990-10-08,Steffi Graf,1
1990-10-15,Steffi Graf,1
1990-10-22,Steffi Graf,1
1990-10-29,Steffi Graf,1
1990-11-05,Steffi Graf,1
1990-11-12,Steffi Graf,1
1990-11-19,Steffi Graf,1
1990-11-26,Steffi Graf,1
1990-12-03,Steffi Graf,1
1990-12-10,Steffi Graf,1
1990-12-17,Steffi Graf,1
1990-12-24,Steffi Graf,1
1990-12-31,Steffi Graf,1
1991-01-07,Steffi Graf,1
1991-01-14,Steffi Graf,1
1991-01-21,Steffi Graf,1
1991-01-28,Steffi Graf,1
1991-02-04,Steffi Graf,1
1991-02-11,Steffi Graf,1
1991-02-18,Steffi Graf,1
1991-02-25,Steffi Graf,1
1991-03-04,Steffi Graf,1
1991-03-11,Steffi Graf,2
1991-03-18,Steffi Graf,2
1991-03-25,Steffi Graf,2
1991-04-01,Steffi Graf,2
1991-04-08,Steffi Graf,2
1991-04-15,Steffi Graf,2
1991-04-22,Steffi Graf,2
1991-04-29,Steffi Graf,2
1991-05-06,Steffi Graf,2
1991-05-13,Steffi Graf,2
1991-05-20,Steffi Graf,2
1991-05-27,Steffi Graf,2
1991-06-03,Steffi Graf,2
1991-06-10,Steffi Graf,2
1991-06-17,Steffi Graf,2
1991-06-24,Steffi Graf,2
1991-07-01,Steffi Graf,2
1991-07-08,Steffi Graf,2
1991-07-15,Steffi Graf,2
1991-07-22,Steffi Graf,2
1991-07-29,Steffi Graf,2
1991-08-05,Steffi Graf,1
1991-08-12,Steffi Graf,2
1991-08-19,Steffi Graf,1
1991-08-26,Steffi Graf,1
1991-09-02,Steffi Graf,1
1991-09-09,Steffi Graf,2
1991-09-16,Steffi Graf,2
1991-09-23,Steffi Graf,2
1991-09-30,Steffi Graf,2
1991-10-07,Steffi Graf,2
1991-10-14,Steffi Graf,2
1991-10-21,Steffi Graf,2
1991-10-28,Steffi Graf,2
1991-11-04,Steffi Graf,2
1991-11-11,Steffi Graf,2
1991-11-18,Steffi Graf,2
1991-11-25,Steffi Graf,2
1991-12-02,Steffi Graf,2
1991-12-09,Steffi Graf,2
1991-12-16,Steffi Graf,2
1991-12-23,Steffi Graf,2
1991-12-30,Steffi Graf,2
1992-01-06,Steffi Graf,2
1992-01-13,Steffi Graf,2
1992-01-20,Steffi Graf,2
1992-01-27,Steffi Graf,2
1992-02-03,Steffi Graf,2
1992-02-10,Steffi Graf,2
1992-02-17,Steffi Graf,2
1992-02-24,Steffi Graf,2
1992-03-02,Steffi Graf,2
1992-03-09,Steffi Graf,2
1992-03-16,Steffi Graf,2
1992-03-23,Steffi Graf,2
1992-03-30,Steffi Graf,2
1992-04-06,Steffi Graf,2
1992-04-13,Steffi Graf,2
1992-04-20,Steffi Graf,2
1992-04-27,Steffi Graf,2
1992-05-04,Steffi Graf,2
1992-05-11,Steffi Graf,2
1992-05-18,Steffi Graf,2
1992-05-25,Steffi Graf,2
1992-06-01,Steffi Graf,2
1992-06-08,Steffi Graf,2
1992-06-15,Steffi Graf,2
1992-06-22,Steffi Graf,2
1992-06-29,Steffi Graf,2
1992-07-06,Steffi Graf,2
1992-07-13,Steffi Graf,2
1992-07-20,Steffi Graf,2
1992-07-27,Steffi Graf,2
1992-08-03,Steffi Graf,2
1992-08-10,Steffi Graf,2
1992-08-17,Steffi Graf,2
1992-08-24,Steffi Graf,2
1992-08-31,Steffi Graf,2
1992-09-07,Steffi Graf,2
1992-09-14,Steffi Graf,2
1992-09-21,Steffi Graf,2
1992-09-28,Steffi Graf,2
1992-10-05,Steffi Graf,2
1992-10-12,Steffi Graf,2
1992-10-19,Steffi Graf,2
1992-10-26,Steffi Graf,2
1992-11-02,Steffi Graf,2
1992-11-09,Steffi Graf,2
1992-11-16,Steffi Graf,2
1992-11-23,Steffi Graf,2
1992-11-30,Steffi Graf,2
1992-12-07,Steffi Graf,2
1992-12-14,Steffi Graf,2
1992-12-21,Steffi Graf,2
1992-12-28,Steffi Graf,2
1993-01-04,Steffi Graf,2
1993-01-11,Steffi Graf,2
1993-01-18,Steffi Graf,2
1993-01-25,Steffi Graf,2
1993-02-01,Steffi Graf,2
1993-02-08,Steffi Graf,2
1993-02-15,Steffi Graf,2
1993-02-22,Steffi Graf,2
1993-03-01,Steffi Graf,2
1993-03-08,Steffi Graf,2
1993-03-15,Steffi Graf,2
1993-03-22,Steffi Graf,2
1993-03-29,Steffi Graf,2
1993-04-05,Steffi Graf,2
1993-04-12,Steffi Graf,2
1993-04-19,Steffi Graf,2
1993-04-26,Steffi Graf,2
1993-05-03,Steffi Graf,2
1993-05-10,Steffi Graf,2
1993-05-17,Steffi Graf,2
1993-05-24,Steffi Graf,2
1993-05-31,Steffi Graf,2
1993-06-07,Steffi Graf,1
1993-06-14,Steffi Graf,1
1993-06-21,Steffi Graf,1
1993-06-28,Steffi Graf,1
1993-07-05,Steffi Graf,1
1993-07-12,Steffi Graf,1
1993-07-19,Steffi Graf,1
1993-07-26,Steffi Graf,1
1993-08-02,Steffi Graf,1
1993-08-09,Steffi Graf,1
1993-08-16,Steffi Graf,1
1993-08-23,Steffi Graf,1
1993-08-30,Steffi Graf,1
1993-09-06,Steffi Graf,1
1993-09-13,Steffi Graf,1
1993-09-20,Steffi Graf,1
1993-09-27,Steffi Graf,1
1993-10-04,Steffi Graf,1
1993-10-11,Steffi Graf,1
1993-10-18,Steffi Graf,1
1993-10-25,Steffi Graf,1
1993-11-01,Steffi Graf,1
1993-11-08,Steffi Graf,1
1993-11-15,Steffi Graf,1
1993-11-22,Steffi Graf,1
1993-11-29,Steffi Graf,1
1993-12-06,Steffi Graf,1
1993-12-13,Steffi Graf,1
1993-12-20,Steffi Graf,1
1993-12-27,Steffi Graf,1
1994-01-03,Steffi Graf,1
1994-01-10,Steffi Graf,1
1994-01-17,Steffi Graf,1
1994-01-24,Steffi Graf,1
1994-01-31,Steffi Graf,1
1994-02-07,Steffi Graf,1
1994-02-14,Steffi Graf,1
1994-02-21,Steffi Graf,1
1994-02-28,Steffi Graf,1
1994-03-07,Steffi Graf,1
1994-03-14,Steffi Graf,1
1994-03-21,Steffi Graf,1
1994-03-28,Steffi Graf,1
1994-04-04,Steffi Graf,1
1994-04-11,Steffi Graf,1
1994-04-18,Steffi Graf,1
1994-04-25,Steffi Graf,1
1994-05-02,Steffi Graf,1
1994-05-09,Steffi Graf,1
1994-05-16,Steffi Graf,1
1994-05-23,Steffi Graf,1
1994-05-30,Steffi Graf,1
1994-06-06,Steffi Graf,1
1994-06-13,Steffi Graf,1
1994-06-20,Steffi Graf,1
1994-06-27,Steffi Graf,1
1994-07-04,Steffi Graf,1
1994-07-11,Steffi Graf,1
1994-07-18,Steffi Graf,1
1994-07-25,Steffi Graf,1
1994-08-01,Steffi Graf,1
1994-08-08,Steffi Graf,1
1994-08-15,Steffi Graf,1
1994-08-22,Steffi Graf,1
1994-08-29,Steffi Graf,1
1994-09-05,Steffi Graf,1
1994-09-12,Steffi Graf,1
1994-09-19,Steffi Graf,1
1994-09-26,Steffi Graf,1
1994-10-03,Steffi Graf,1
1994-10-10,Steffi Graf,1
1994-10-17,Steffi Graf,1
1994-10-24,Steffi Graf,1
1994-10-31,Steffi Graf,1
1994-11-07,Steffi Graf,1
1994-11-14,Steffi Graf,1
1994-11-21,Steffi Graf,1
1994-11-28,Steffi Graf,1
1994-12-05,Steffi Graf,1
1994-12-12,Steffi Graf,1
1994-12-19,Steffi Graf,1
1994-12-26,Steffi Graf,1
1995-01-02,Steffi Graf,1
1995-01-09,Steffi Graf,1
1995-01-16,Steffi Graf,1
1995-01-23,Steffi Graf,1
1995-01-30,Steffi Graf,1
1995-02-06,Steffi Graf,2
1995-02-13,Steffi Graf,2
1995-02-20,Steffi Graf,1
1995-02-27,Steffi Graf,2
1995-03-06,Steffi Graf,2
1995-03-13,Steffi Graf,2
1995-03-20,Steffi Graf,2
1995-03-27,Steffi Graf,2
1995-04-03,Steffi Graf,2
1995-04-10,Steffi Graf,1
1995-04-17,Steffi Graf,1
1995-04-24,Steffi Graf,1
1995-05-01,Steffi Graf,1
1995-05-08,Steffi Graf,1
1995-05-15,Steffi Graf,2
1995-05-22,Steffi Graf,2
1995-05-29,Steffi Graf,2
1995-06-05,Steffi Graf,2
1995-06-12,Steffi Graf,1
1995-06-19,Steffi Graf,1
1995-06-26,Steffi Graf,1
1995-07-03,Steffi Graf,1
1995-07-10,Steffi Graf,1
1995-07-17,Steffi Graf,1
1995-07-24,Steffi Graf,1
1995-07-31,Steffi Graf,1
1995-08-07,Steffi Graf,1
1995-08-14,Steffi Graf,1
1995-08-21,Steffi Graf,1
1995-08-28,Steffi Graf,1
1995-09-04,Steffi Graf,1
1995-09-11,Steffi Graf,1
1995-09-18,Steffi Graf,1
1995-09-25,Steffi Graf,1
1995-10-02,Steffi Graf,1
1995-10-09,Steffi Graf,1
1995-10-16,Steffi Graf,1
1995-10-23,Steffi Graf,1
1995-10-30,Steffi Graf,1
1995-11-06,Steffi Graf,1
1995-11-13,Steffi Graf,1
1995-11-20,Steffi Graf,1
1995-11-27,Steffi Graf,1
1995-12-04,Steffi Graf,1
1995-12-11,Steffi Graf,1
1995-12-18,Steffi Graf,1
1995-12-25,Steffi Graf,1
1996-01-01,Steffi Graf,1
1996-01-08,Steffi Graf,1
1996-01-15,Steffi Graf,1
1996-01-22,Steffi Graf,1
1996-01-29,Steffi Graf,1
1996-02-05,Steffi Graf,1
1996-02-12,Steffi Graf,1
1996-02-19,Steffi Graf,1
1996-02-26,Steffi Graf,1
1996-03-04,Steffi Graf,1
1996-03-11,Steffi Graf,1
1996-03-18,Steffi Graf,1
1996-03-25,Steffi Graf,1
1996-04-01,Steffi Graf,1
1996-04-08,Steffi Graf,1
1996-04-15,Steffi Graf,1
1996-04-22,Steffi Graf,1
1996-04-29,Steffi Graf,1
1996-05-06,Steffi Graf,1
1996-05-13,Steffi Graf,1
1996-05-20,Steffi Graf,1
1996-05-27,Steffi Graf,1
1996-06-03,Steffi Graf,1
1996-06-10,Steffi Graf,1
1996-06-17,Steffi Graf,1
1996-06-24,Steffi Graf,1
1996-07-01,Steffi Graf,1
1996-07-08,Steffi Graf,1
1996-07-15,Steffi Graf,1
1996-07-22,Steffi Graf,1
1996-07-29,Steffi Graf,1
1996-08-05,Steffi Graf,1
1996-08-12,Steffi Graf,1
1996-08-19,Steffi Graf,1
1996-08-26,Steffi Graf,1
1996-09-02,Steffi Graf,1
1996-09-09,Steffi Graf,1
1996-09-16,Steffi Graf,1
1996-09-23,Steffi Graf,1
1996-09-30,Steffi Graf,1
1996-10-07,Steffi Graf,1
1996-10-14,Steffi Graf,1
1996-10-21,Steffi Graf,1
1996-10-28,Steffi Graf,1
1996-11-04,Steffi Graf,1
1996-11-11,Steffi Graf,1
1996-11-18,Steffi Graf,1
1996-11-25,Steffi Graf,1
1996-12-02,Steffi Graf,1
1996-12-09,Steffi Graf,1
1996-12-16,Steffi Graf,1
1996-12-23,Steffi Graf,1
1996-12-30,Steffi Graf,1
1997-01-06,Steffi Graf,1
1997-01-13,Steffi Graf,1
1997-01-20,Steffi Graf,1
1997-01-27,Steffi Graf,1
1997-02-03,Steffi Graf,1
1997-02-10,Steffi Graf,1
1997-02-17,Steffi Graf,1
1997-02-24,Steffi Graf,1
1997-03-03,Steffi Graf,1
1997-03-10,Steffi Graf,1
1997-03-17,Steffi Graf,1
1997-03-24,Steffi Graf,1
1997-03-31,Steffi Graf,2
1997-04-07,Steffi Graf,2
1997-04-14,Steffi Graf,2
1997-04-21,Steffi Graf,2
1997-04-28,Steffi Graf,2
1997-05-05,Steffi Graf,2
1997-05-12,Steffi Graf,2
1997-05-19,Steffi Graf,2
1997-05-26,Steffi Graf,2
1997-06-02,Steffi Graf,2
1997-06-09,Steffi Graf,3
1997-06-16,Steffi Graf,3
1997-06-23,Steffi Graf,2
1997-06-30,Steffi Graf,2
1997-07-07,Steffi Graf,5
1997-07-14,Steffi Graf,5
1997-07-21,Steffi Graf,5
1997-07-28,Steffi Graf,5
1997-08-04,Steffi Graf,6
1997-08-11,Steffi Graf,7
1997-08-18,Steffi Graf,6
1997-08-25,Steffi Graf,7
1997-09-01,Steffi Graf,7
1997-09-08,Steffi Graf,13
1997-09-15,Steffi Graf,13
1997-09-22,Steffi Graf,13
1997-09-29,Steffi Graf,13
1997-10-06,Steffi Graf,15
1997-10-13,Steffi Graf,14
1997-10-20,Steffi Graf,14
1997-10-27,Steffi Graf,15
1997-11-03,Steffi Graf,14
1997-11-10,Steffi Graf,15
1997-11-17,Steffi Graf,16
1997-11-24,Steffi Graf,28
1997-12-01,Steffi Graf,28
1997-12-08,Steffi Graf,28
1997-12-15,Steffi Graf,28
1997-12-22,Steffi Graf,28
1997-12-29,Steffi Graf,28
1998-01-05,Steffi Graf,28
1998-01-12,Steffi Graf,28
1998-01-19,Steffi Graf,30
1998-01-26,Steffi Graf,31
1998-02-02,Steffi Graf,49
1998-02-09,Steffi Graf,48
1998-02-16,Steffi Graf,49
1998-02-23,Steffi Graf,43
1998-03-02,Steffi Graf,45
1998-03-09,Steffi Graf,45
1998-03-16,Steffi Graf,32
1998-03-23,Steffi Graf,32
1998-03-30,Steffi Graf,34
1998-04-06,Steffi Graf,34
1998-04-13,Steffi Graf,34
1998-04-20,Steffi Graf,34
1998-04-27,Steffi Graf,33
1998-05-04,Steffi Graf,33
1998-05-11,Steffi Graf,36
1998-05-18,Steffi Graf,44
1998-05-25,Steffi Graf,60
1998-06-01,Steffi Graf,60
1998-06-15,Steffi Graf,91
1998-06-22,Steffi Graf,75
1998-06-29,Steffi Graf,75
1998-07-06,Steffi Graf,57
1998-07-13,Steffi Graf,57
1998-07-20,Steffi Graf,57
1998-07-27,Steffi Graf,57
1998-08-03,Steffi Graf,44
1998-08-10,Steffi Graf,42
1998-08-17,Steffi Graf,41
1998-08-24,Steffi Graf,38
1998-08-31,Steffi Graf,26
1998-09-07,Steffi Graf,26
1998-09-14,Steffi Graf,22
1998-09-21,Steffi Graf,22
1998-09-28,Steffi Graf,22
1998-10-05,Steffi Graf,22
1998-10-12,Steffi Graf,22
1998-10-19,Steffi Graf,21
1998-10-26,Steffi Graf,22
1998-11-02,Steffi Graf,22
1998-11-09,Steffi Graf,17
1998-11-16,Steffi Graf,12
1998-11-23,Steffi Graf,9
1998-11-30,Steffi Graf,9
1998-12-07,Steffi Graf,9
1998-12-14,Steffi Graf,9
1998-12-21,Steffi Graf,9
1998-12-28,Steffi Graf,9
1999-01-04,Steffi Graf,9
1999-01-11,Steffi Graf,10
1999-01-18,Steffi Graf,8
1999-01-25,Steffi Graf,8
1999-02-01,Steffi Graf,7
1999-02-08,Steffi Graf,7
1999-02-15,Steffi Graf,7
1999-02-22,Steffi Graf,7
1999-03-01,Steffi Graf,7
1999-03-08,Steffi Graf,7
1999-03-15,Steffi Graf,7
1999-03-22,Steffi Graf,7
1999-03-29,Steffi Graf,5
1999-04-05,Steffi Graf,5
1999-04-12,Steffi Graf,5
1999-04-19,Steffi Graf,5
1999-04-26,Steffi Graf,5
1999-05-03,Steffi Graf,6
1999-05-10,Steffi Graf,6
1999-05-17,Steffi Graf,6
1999-05-24,Steffi Graf,6
1999-05-31,Steffi Graf,6
1999-06-07,Steffi Graf,3
1999-06-14,Steffi Graf,3
1999-06-21,Steffi Graf,3
1999-06-28,Steffi Graf,3
1999-07-05,Steffi Graf,3
1999-07-12,Steffi Graf,3
1999-07-19,Steffi Graf,3
1999-07-26,Steffi Graf,3
1999-08-02,Steffi Graf,3
1999-08-09,Steffi Graf,3
1999-08-16,Steffi Graf,3
1999-08-23,Steffi Graf,3
1997-04-14,Venus Williams,86
1997-04-21,Venus Williams,85
1997-04-28,Venus Williams,90
1997-05-05,Venus Williams,87
1997-05-12,Venus Williams,89
1997-05-19,Venus Williams,89
1997-05-26,Venus Williams,90
1997-06-02,Venus Williams,90
1997-06-09,Venus Williams,80
1997-06-16,Venus Williams,79
1997-06-23,Venus Williams,59
1997-06-30,Venus Williams,59
1997-07-07,Venus Williams,60
1997-07-14,Venus Williams,60
1997-07-21,Venus Williams,63
1997-07-28,Venus Williams,64
1997-08-04,Venus Williams,59
1997-08-11,Venus Williams,53
1997-08-18,Venus Williams,62
1997-08-25,Venus Williams,66
1997-09-01,Venus Williams,66
1997-09-08,Venus Williams,27
1997-09-15,Venus Williams,26
1997-09-22,Venus Williams,26
1997-09-29,Venus Williams,27
1997-10-06,Venus Williams,26
1997-10-13,Venus Williams,26
1997-10-20,Venus Williams,24
1997-10-27,Venus Williams,24
1997-11-03,Venus Williams,25
1997-11-10,Venus Williams,25
1997-11-17,Venus Williams,24
1997-11-24,Venus Williams,22
1997-12-01,Venus Williams,22
1997-12-08,Venus Williams,22
1997-12-15,Venus Williams,22
1997-12-22,Venus Williams,22
1997-12-29,Venus Williams,22
1998-01-05,Venus Williams,21
1998-01-12,Venus Williams,21
1998-01-19,Venus Williams,16
1998-01-26,Venus Williams,15
1998-02-02,Venus Williams,14
1998-02-09,Venus Williams,14
1998-02-16,Venus Williams,14
1998-02-23,Venus Williams,14
1998-03-02,Venus Williams,12
1998-03-09,Venus Williams,12
1998-03-16,Venus Williams,11
1998-03-23,Venus Williams,11
1998-03-30,Venus Williams,10
1998-04-06,Venus Williams,10
1998-04-13,Venus Williams,10
1998-04-20,Venus Williams,10
1998-04-27,Venus Williams,10
1998-05-04,Venus Williams,9
1998-05-11,Venus Williams,7
1998-05-18,Venus Williams,8
1998-05-25,Venus Williams,7
1998-06-01,Venus Williams,7
1998-06-08,Venus Williams,6
1998-06-15,Venus Williams,6
1998-06-22,Venus Williams,6
1998-06-29,Venus Williams,6
1998-07-06,Venus Williams,6
1998-07-13,Venus Williams,6
1998-07-20,Venus Williams,6
1998-07-27,Venus Williams,5
1998-08-03,Venus Williams,5
1998-08-10,Venus Williams,5
1998-08-17,Venus Williams,5
1998-08-24,Venus Williams,5
1998-08-31,Venus Williams,5
1998-09-07,Venus Williams,5
1998-09-14,Venus Williams,5
1998-09-21,Venus Williams,5
1998-09-28,Venus Williams,5
1998-10-05,Venus Williams,5
1998-10-12,Venus Williams,5
1998-10-19,Venus Williams,5
1998-10-26,Venus Williams,5
1998-11-02,Venus Williams,5
1998-11-09,Venus Williams,5
1998-11-16,Venus Williams,5
1998-11-23,Venus Williams,5
1998-11-30,Venus Williams,5
1998-12-07,Venus Williams,5
1998-12-14,Venus Williams,5
1998-12-21,Venus Williams,5
1998-12-28,Venus Williams,5
1999-01-04,Venus Williams,5
1999-01-11,Venus Williams,5
1999-01-18,Venus Williams,6
1999-01-25,Venus Williams,6
1999-02-01,Venus Williams,6
1999-02-08,Venus Williams,6
1999-02-15,Venus Williams,6
1999-02-22,Venus Williams,5
1999-03-01,Venus Williams,5
1999-03-08,Venus Williams,5
1999-03-15,Venus Williams,6
1999-03-22,Venus Williams,6
1999-03-29,Venus Williams,6
1999-04-05,Venus Williams,6
1999-04-12,Venus Williams,6
1999-04-19,Venus Williams,6
1999-04-26,Venus Williams,7
1999-05-03,Venus Williams,5
1999-05-10,Venus Williams,5
1999-05-17,Venus Williams,5
1999-05-24,Venus Williams,5
1999-05-31,Venus Williams,5
1999-06-07,Venus Williams,6
1999-06-14,Venus Williams,6
1999-06-21,Venus Williams,5
1999-06-28,Venus Williams,5
1999-07-05,Venus Williams,4
1999-07-12,Venus Williams,4
1999-07-19,Venus Williams,4
1999-07-26,Venus Williams,4
1999-08-02,Venus Williams,4
1999-08-09,Venus Williams,4
1999-08-16,Venus Williams,4
1999-08-23,Venus Williams,4
1999-08-30,Venus Williams,3
1999-09-06,Venus Williams,3
1999-09-13,Venus Williams,3
1999-09-20,Venus Williams,3
1999-09-27,Venus Williams,3
1999-10-04,Venus Williams,3
1999-10-11,Venus Williams,3
1999-10-18,Venus Williams,3
1999-10-25,Venus Williams,3
1999-11-01,Venus Williams,3
1999-11-08,Venus Williams,3
1999-11-15,Venus Williams,3
1999-11-22,Venus Williams,3
1999-11-29,Venus Williams,3
1999-12-06,Venus Williams,3
1999-12-13,Venus Williams,3
1999-12-20,Venus Williams,3
1999-12-27,Venus Williams,3
2000-01-03,Venus Williams,3
2000-01-10,Venus Williams,3
2000-01-17,Venus Williams,3
2000-01-24,Venus Williams,3
2000-01-31,Venus Williams,3
2000-02-07,Venus Williams,3
2000-02-14,Venus Williams,3
2000-02-21,Venus Williams,3
2000-02-28,Venus Williams,3
2000-03-06,Venus Williams,3
2000-03-13,Venus Williams,3
2000-03-20,Venus Williams,3
2000-03-27,Venus Williams,3
2000-04-03,Venus Williams,3
2000-04-10,Venus Williams,3
2000-04-17,Venus Williams,3
2000-04-24,Venus Williams,3
2000-05-01,Venus Williams,3
2000-05-08,Venus Williams,4
2000-05-15,Venus Williams,4
2000-05-22,Venus Williams,4
2000-05-29,Venus Williams,4
2000-06-05,Venus Williams,4
2000-06-12,Venus Williams,5
2000-06-19,Venus Williams,5
2000-06-26,Venus Williams,5
2000-07-03,Venus Williams,5
2000-07-10,Venus Williams,3
2000-07-17,Venus Williams,3
2000-07-24,Venus Williams,3
2000-07-31,Venus Williams,3
2000-08-07,Venus Williams,3
2000-08-14,Venus Williams,3
2000-08-21,Venus Williams,3
2000-08-28,Venus Williams,3
2000-09-04,Venus Williams,3
2000-09-11,Venus Williams,3
2000-09-18,Venus Williams,3
2000-09-25,Venus Williams,3
2000-10-02,Venus Williams,3
2000-10-09,Venus Williams,3
2000-10-16,Venus Williams,3
2000-10-23,Venus Williams,3
2000-10-30,Venus Williams,3
2000-11-06,Venus Williams,3
2000-11-13,Venus Williams,3
2000-11-20,Venus Williams,3
2000-11-27,Venus Williams,3
2000-12-04,Venus Williams,3
2000-12-11,Venus Williams,3
2000-12-18,Venus Williams,3
2000-12-25,Venus Williams,3
2001-01-01,Venus Williams,3
2001-01-08,Venus Williams,3
2001-01-15,Venus Williams,3
2001-01-22,Venus Williams,3
2001-01-29,Venus Williams,3
2001-02-05,Venus Williams,3
2001-02-12,Venus Williams,3
2001-02-19,Venus Williams,3
2001-02-26,Venus Williams,3
2001-03-05,Venus Williams,3
2001-03-12,Venus Williams,3
2001-03-19,Venus Williams,3
2001-03-26,Venus Williams,3
2001-04-02,Venus Williams,2
2001-04-09,Venus Williams,2
2001-04-16,Venus Williams,2
2001-04-23,Venus Williams,2
2001-04-30,Venus Williams,2
2001-05-07,Venus Williams,2
2001-05-14,Venus Williams,2
2001-05-21,Venus Williams,2
2001-05-28,Venus Williams,2
2001-06-04,Venus Williams,2
2001-06-11,Venus Williams,2
2001-06-18,Venus Williams,2
2001-06-25,Venus Williams,2
2001-07-02,Venus Williams,2
2001-07-09,Venus Williams,2
2001-07-16,Venus Williams,2
2001-07-23,Venus Williams,2
2001-07-30,Venus Williams,3
2001-08-06,Venus Williams,4
2001-08-13,Venus Williams,4
2001-08-20,Venus Williams,4
2001-08-27,Venus Williams,4
2001-09-03,Venus Williams,4
2001-09-10,Venus Williams,4
2001-09-17,Venus Williams,4
2001-09-24,Venus Williams,4
2001-10-01,Venus Williams,4
2001-10-08,Venus Williams,4
2001-10-15,Venus Williams,4
2001-10-22,Venus Williams,4
2001-10-29,Venus Williams,4
2001-11-05,Venus Williams,3
2001-11-12,Venus Williams,3
2001-11-19,Venus Williams,3
