date,player,rank
1997-10-06,Arantxa Sanchez-Vicario,11
1997-10-13,Arantxa Sanchez-Vicario,9
1997-10-20,Arantxa Sanchez-Vicario,9
1997-10-27,Arantxa Sanchez-Vicario,9
1997-11-03,Arantxa Sanchez-Vicario,9
1997-11-10,Arantxa Sanchez-Vicario,9
1997-11-17,Arantxa Sanchez-Vicario,8
1997-11-24,Arantxa Sanchez-Vicario,9
1997-12-01,Arantxa Sanchez-Vicario,9
1997-12-08,Arantxa Sanchez-Vicario,9
1997-12-15,Arantxa Sanchez-Vicario,9
1997-12-22,Arantxa Sanchez-Vicario,9
1997-12-29,Arantxa Sanchez-Vicario,9
1998-01-05,Arantxa Sanchez-Vicario,9
1998-01-12,Arantxa Sanchez-Vicario,9
1998-01-19,Arantxa Sanchez-Vicario,8
1998-01-26,Arantxa Sanchez-Vicario,7
1998-02-02,Arantxa Sanchez-Vicario,7
1998-02-09,Arantxa Sanchez-Vicario,7
1998-02-16,Arantxa Sanchez-Vicario,8
1998-02-23,Arantxa Sanchez-Vicario,7
1998-03-02,Arantxa Sanchez-Vicario,8
1998-03-09,Arantxa Sanchez-Vicario,8
1998-03-16,Arantxa Sanchez-Vicario,8
1998-03-23,Arantxa Sanchez-Vicario,8
1998-03-30,Arantxa Sanchez-Vicario,5
1998-04-06,Arantxa Sanchez-Vicario,5
1998-04-13,Arantxa Sanchez-Vicario,6
1998-04-20,Arantxa Sanchez-Vicario,6
1998-04-27,Arantxa Sanchez-Vicario,6
1998-05-04,Arantxa Sanchez-Vicario,5
1998-05-11,Arantxa Sanchez-Vicario,5
1998-05-18,Arantxa Sanchez-Vicario,4
1998-05-25,Arantxa Sanchez-Vicario,5
1998-06-01,Arantxa Sanchez-Vicario,5
1998-06-08,Arantxa Sanchez-Vicario,4
1998-06-15,Arantxa Sanchez-Vicario,4
1998-06-22,Arantxa Sanchez-Vicario,4
1998-06-29,Arantxa Sanchez-Vicario,4
1998-07-06,Arantxa Sanchez-Vicario,4
1998-07-13,Arantxa Sanchez-Vicario,4
1998-07-20,Arantxa Sanchez-Vicario,4
1998-07-27,Arantxa Sanchez-Vicario,4
1998-08-03,Arantxa Sanchez-Vicario,4
1998-08-10,Arantxa Sanchez-Vicario,4
1998-08-17,Arantxa Sanchez-Vicario,4
1998-08-24,Arantxa Sanchez-Vicario,4
1998-08-31,Arantxa Sanchez-Vicario,4
1998-09-07,Arantxa Sanchez-Vicario,4
1998-09-14,Arantxa Sanchez-Vicario,4
1998-09-21,Arantxa Sanchez-Vicario,4
1998-09-28,Arantxa Sanchez-Vicario,4
1998-10-05,Arantxa Sanchez-Vicario,4
1998-10-12,Arantxa Sanchez-Vicario,4
1998-10-19,Arantxa Sanchez-Vicario,4
1998-10-26,Arantxa Sanchez-Vicario,4
1998-11-02,Arantxa Sanchez-Vicario,4
1998-11-09,Arantxa Sanchez-Vicario,4
1998-11-16,Arantxa Sanchez-Vicario,4
1998-11-23,Arantxa Sanchez-Vicario,4
1998-11-30,Arantxa Sanchez-Vicario,4
1998-12-07,Arantxa Sanchez-Vicario,4
1998-12-14,Arantxa Sanchez-Vicario,4
1998-12-21,Arantxa Sanchez-Vicario,4
1998-12-28,Arantxa Sanchez-Vicario,4
1999-01-04,Arantxa Sanchez-Vicario,4
1999-01-11,Arantxa Sanchez-Vicario,4
1999-01-18,Arantxa Sanchez-Vicario,5
1999-01-25,Arantxa Sanchez-Vicario,5
1999-02-01,Arantxa Sanchez-Vicario,5
1999-02-08,Arantxa Sanchez-Vicario,5
1999-02-15,Arantxa Sanchez-Vicario,5
1999-02-22,Arantxa Sanchez-Vicario,6
1999-03-01,Arantxa Sanchez-Vicario,6
1999-03-08,Arantxa Sanchez-Vicario,6
1999-03-15,Arantxa Sanchez-Vicario,5
1999-03-22,Arantxa Sanchez-Vicario,5
1999-03-29,Arantxa Sanchez-Vicario,7
1999-04-05,Arantxa Sanchez-Vicario,7
1999-04-12,Arantxa Sanchez-Vicario,7
1999-04-19,Arantxa Sanchez-Vicario,7
1999-04-26,Arantxa Sanchez-Vicario,6
1999-05-03,Arantxa Sanchez-Vicario,7
1999-05-10,Arantxa Sanchez-Vicario,7
1999-05-17,Arantxa Sanchez-Vicario,7
1999-05-24,Arantxa Sanchez-Vicario,7
1999-05-31,Arantxa Sanchez-Vicario,7
1999-06-07,Arantxa Sanchez-Vicario,7
1999-06-14,Arantxa Sanchez-Vicario,7
1999-06-21,Arantxa Sanchez-Vicario,9
1999-06-28,Arantxa Sanchez-Vicario,9
1999-07-05,Arantxa Sanchez-Vicario,8
1999-07-12,Arantxa Sanchez-Vicario,8
1999-07-19,Arantxa Sanchez-Vicario,8
1999-07-26,Arantxa Sanchez-Vicario,8
1999-08-02,Arantxa Sanchez-Vicario,8
1999-08-09,Arantxa Sanchez-Vicario,8
1999-08-16,Arantxa Sanchez-Vicario,10
1999-08-23,Arantxa Sanchez-Vicario,11
1999-08-30,Arantxa Sanchez-Vicario,8
1999-09-06,Arantxa Sanchez-Vicario,8
1999-09-13,Arantxa Sanchez-Vicario,11
1999-09-20,Arantxa Sanchez-Vicario,11
1999-09-27,Arantxa Sanchez-Vicario,15
1999-10-04,Arantxa Sanchez-Vicario,15
1999-10-11,Arantxa Sanchez-Vicario,16
1999-10-18,Arantxa Sanchez-Vicario,17
1999-10-25,Arantxa Sanchez-Vicario,16
1999-11-01,Arantxa Sanchez-Vicario,16
1999-11-08,Arantxa Sanchez-Vicario,16
1999-11-15,Arantxa Sanchez-Vicario,16
1999-11-22,Arantxa Sanchez-Vicario,17
1999-11-29,Arantxa Sanchez-Vicario,17
1999-12-06,Arantxa Sanchez-Vicario,17
1999-12-13,Arantxa Sanchez-Vicario,17
1999-12-20,Arantxa Sanchez-Vicario,17
1999-12-27,Arantxa Sanchez-Vicario,17
2000-01-03,Arantxa Sanchez-Vicario,17
2000-01-10,Arantxa Sanchez-Vicario,15
2000-01-17,Arantxa Sanchez-Vicario,15
2000-01-24,Arantxa Sanchez-Vicario,15
2000-01-31,Arantxa Sanchez-Vicario,13
2000-02-07,Arantxa Sanchez-Vicario,12
2000-02-14,Arantxa Sanchez-Vicario,12
2000-02-21,Arantxa Sanchez-Vicario,11
2000-02-28,Arantxa Sanchez-Vicario,12
2000-03-06,Arantxa Sanchez-Vicario,12
2000-03-13,Arantxa Sanchez-Vicario,12
2000-03-20,Arantxa Sanchez-Vicario,11
2000-03-27,Arantxa Sanchez-Vicario,11
2000-04-03,Arantxa Sanchez-Vicario,11
2000-04-10,Arantxa Sanchez-Vicario,11
2000-04-17,Arantxa Sanchez-Vicario,10
2000-04-24,Arantxa Sanchez-Vicario,10
2000-05-01,Arantxa Sanchez-Vicario,11
2000-05-08,Arantxa Sanchez-Vicario,9
2000-05-15,Arantxa Sanchez-Vicario,10
2000-05-22,Arantxa Sanchez-Vicario,9
2000-05-29,Arantxa Sanchez-Vicario,9
2000-06-05,Arantxa Sanchez-Vicario,9
2000-06-12,Arantxa Sanchez-Vicario,9
2000-06-19,Arantxa Sanchez-Vicario,9
2000-06-26,Arantxa Sanchez-Vicario,9
2000-07-03,Arantxa Sanchez-Vicario,9
2000-07-10,Arantxa Sanchez-Vicario,9
2000-07-17,Arantxa Sanchez-Vicario,9
2000-07-24,Arantxa Sanchez-Vicario,10
2000-07-31,Arantxa Sanchez-Vicario,10
2000-08-07,Arantxa Sanchez-Vicario,10
2000-08-14,Arantxa Sanchez-Vicario,9
2000-08-21,Arantxa Sanchez-Vicario,9
2000-08-28,Arantxa Sanchez-Vicario,9
2000-09-04,Arantxa Sanchez-Vicario,9
2000-09-11,Arantxa Sanchez-Vicario,9
2000-09-18,Arantxa Sanchez-Vicario,9
2000-09-25,Arantxa Sanchez-Vicario,9
2000-10-02,Arantxa Sanchez-Vicario,9
2000-10-09,Arantxa Sanchez-Vicario,9
2000-10-16,Arantxa Sanchez-Vicario,9
2000-10-23,Arantxa Sanchez-Vicario,9
2000-10-30,Arantxa Sanchez-Vicario,9
2000-11-06,Arantxa Sanchez-Vicario,8
2000-11-13,Arantxa Sanchez-Vicario,8
2000-11-20,Arantxa Sanchez-Vicario,9
2000-11-27,Arantxa Sanchez-Vicario,9
2000-12-04,Arantxa Sanchez-Vicario,9
2000-12-11,Arantxa Sanchez-Vicario,9
2000-12-18,Arantxa Sanchez-Vicario,9
2000-12-25,Arantxa Sanchez-Vicario,8
2001-01-01,Arantxa Sanchez-Vicario,8
2001-01-08,Arantxa Sanchez-Vicario,9
2001-01-15,Arantxa Sanchez-Vicario,9
2001-01-22,Arantxa Sanchez-Vicario,9
2001-01-29,Arantxa Sanchez-Vicario,13
2001-02-05,Arantxa Sanchez-Vicario,13
2001-02-12,Arantxa Sanchez-Vicario,13
2001-02-19,Arantxa Sanchez-Vicario,14
2001-02-26,Arantxa Sanchez-Vicario,14
2001-03-05,Arantxa Sanchez-Vicario,14
2001-03-12,Arantxa Sanchez-Vicario,14
2001-03-19,Arantxa Sanchez-Vicario,14
2001-03-26,Arantxa Sanchez-Vicario,14
2001-04-02,Arantxa Sanchez-Vicario,15
2001-04-09,Arantxa Sanchez-Vicario,11
2001-04-16,Arantxa Sanchez-Vicario,10
2001-04-23,Arantxa Sanchez-Vicario,13
2001-04-30,Arantxa Sanchez-Vicario,13
2001-05-07,Arantxa Sanchez-Vicario,14
2001-05-14,Arantxa Sanchez-Vicario,12
2001-05-21,Arantxa Sanchez-Vicario,13
2001-05-28,Arantxa Sanchez-Vicario,8
2001-06-04,Arantxa Sanchez-Vicario,8
2001-06-11,Arantxa Sanchez-Vicario,15
2001-06-18,Arantxa Sanchez-Vicario,15
2001-06-25,Arantxa Sanchez-Vicario,15
2001-07-02,Arantxa Sanchez-Vicario,15
2001-07-09,Arantxa Sanchez-Vicario,19
2001-07-16,Arantxa Sanchez-Vicario,19
2001-07-23,Arantxa Sanchez-Vicario,18
2001-07-30,Arantxa Sanchez-Vicario,18
2001-08-06,Arantxa Sanchez-Vicario,18
2001-08-13,Arantxa Sanchez-Vicario,17
2001-08-20,Arantxa Sanchez-Vicario,21
2001-08-27,Arantxa Sanchez-Vicario,21
2001-09-03,Arantxa Sanchez-Vicario,21
2001-09-10,Arantxa Sanchez-Vicario,19
2001-09-17,Arantxa Sanchez-Vicario,19
2001-09-24,Arantxa Sanchez-Vicario,18
2001-10-01,Arantxa Sanchez-Vicario,18
2001-10-08,Arantxa Sanchez-Vicario,19
2001-10-15,Arantxa Sanchez-Vicario,18
2001-10-22,Arantxa Sanchez-Vicario,18
2001-10-29,Arantxa Sanchez-Vicario,18
2001-11-05,Arantxa Sanchez-Vicario,17
2001-11-12,Arantxa Sanchez-Vicario,17
2001-11-19,Arantxa Sanchez-Vicario,17
2001-11-26,Arantxa Sanchez-Vicario,17
2001-12-03,Arantxa Sanchez-Vicario,17
2001-12-10,Arantxa Sanchez-Vicario,17
2001-12-17,Arantxa Sanchez-Vicario,17
2001-12-24,Arantxa Sanchez-Vicario,17
2001-12-31,Arantxa Sanchez-Vicario,17
2002-01-07,Arantxa Sanchez-Vicario,17
2002-01-14,Arantxa Sanchez-Vicario,15
2002-01-21,Arantxa Sanchez-Vicario,15
2002-01-28,Arantxa Sanchez-Vicario,17
2002-02-04,Arantxa Sanchez-Vicario,17
2002-02-11,Arantxa Sanchez-Vicario,16
2002-02-18,Arantxa Sanchez-Vicario,16
2002-02-25,Arantxa Sanchez-Vicario,15
2002-03-04,Arantxa Sanchez-Vicario,15
2002-03-11,Arantxa Sanchez-Vicario,15
2002-03-18,Arantxa Sanchez-Vicario,14
2002-03-25,Arantxa Sanchez-Vicario,14
2002-04-01,Arantxa Sanchez-Vicario,14
2002-04-08,Arantxa Sanchez-Vicario,14
2002-04-15,Arantxa Sanchez-Vicario,17
2002-04-22,Arantxa Sanchez-Vicario,18
2002-04-29,Arantxa Sanchez-Vicario,18
2002-05-06,Arantxa Sanchez-Vicario,17
2002-05-13,Arantxa Sanchez-Vicario,17
2002-05-20,Arantxa Sanchez-Vicario,18
2002-05-27,Arantxa Sanchez-Vicario,29
2002-06-03,Arantxa Sanchez-Vicario,29
2002-06-10,Arantxa Sanchez-Vicario,31
2002-06-17,Arantxa Sanchez-Vicario,31
2002-06-24,Arantxa Sanchez-Vicario,31
2002-07-01,Arantxa Sanchez-Vicario,31
2002-07-08,Arantxa Sanchez-Vicario,32
2002-07-15,Arantxa Sanchez-Vicario,26
2002-07-22,Arantxa Sanchez-Vicario,26
2002-07-29,Arantxa Sanchez-Vicario,26
2002-08-05,Arantxa Sanchez-Vicario,25
2002-08-12,Arantxa Sanchez-Vicario,26
2002-08-19,Arantxa Sanchez-Vicario,26
2002-08-26,Arantxa Sanchez-Vicario,28
2002-09-02,Arantxa Sanchez-Vicario,28
2002-09-09,Arantxa Sanchez-Vicario,33
2002-09-16,Arantxa Sanchez-Vicario,34
2002-09-23,Arantxa Sanchez-Vicario,43
2002-09-30,Arantxa Sanchez-Vicario,44
2002-10-07,Arantxa Sanchez-Vicario,41
2002-10-14,Arantxa Sanchez-Vicario,42
2002-10-21,Arantxa Sanchez-Vicario,42
2002-10-28,Arantxa Sanchez-Vicario,44
2002-11-04,Arantxa Sanchez-Vicario,54
2002-11-11,Arantxa Sanchez-Vicario,53
2002-11-18,Arantxa Sanchez-Vicario,53
2002-11-25,Arantxa Sanchez-Vicario,53
2002-12-02,Arantxa Sanchez-Vicario,53
2002-12-09,Arantxa Sanchez-Vicario,53
2002-12-16,Arantxa Sanchez-Vicario,53
2002-12-23,Arantxa Sanchez-Vicario,53
2002-12-30,Arantxa Sanchez-Vicario,53
2003-01-06,Arantxa Sanchez-Vicario,52
2003-01-13,Arantxa Sanchez-Vicario,52
2003-01-20,Arantxa Sanchez-Vicario,52
2007-07-09,Caroline Wozniacki,88
2007-07-16,Caroline Wozniacki,89
2007-07-23,Caroline Wozniacki,90
2007-07-30,Caroline Wozniacki,90
2007-08-06,Caroline Wozniacki,82
2007-08-13,Caroline Wozniacki,84
2007-08-20,Caroline Wozniacki,83
2007-08-27,Caroline Wozniacki,86
2007-09-03,Caroline Wozniacki,86
2007-09-10,Caroline Wozniacki,73
2007-09-17,Caroline Wozniacki,73
2007-09-24,Caroline Wozniacki,70
2007-10-01,Caroline Wozniacki,73
2007-10-08,Caroline Wozniacki,64
2007-10-15,Caroline Wozniacki,62
2007-10-22,Caroline Wozniacki,62
2007-10-29,Caroline Wozniacki,63
2007-11-05,Caroline Wozniacki,65
2007-11-12,Caroline Wozniacki,64
2007-11-19,Caroline Wozniacki,63
2007-11-26,Caroline Wozniacki,63
2007-12-03,Caroline Wozniacki,61
2007-12-10,Caroline Wozniacki,61
2007-12-17,Caroline Wozniacki,60
2007-12-24,Caroline Wozniacki,60
2007-12-31,Caroline Wozniacki,60
2008-01-07,Caroline Wozniacki,62
2008-01-14,Caroline Wozniacki,64
2008-01-21,Caroline Wozniacki,64
2008-01-28,Caroline Wozniacki,45
2008-02-04,Caroline Wozniacki,54
2008-02-11,Caroline Wozniacki,52
2008-02-18,Caroline Wozniacki,53
2008-02-25,Caroline Wozniacki,43
2008-03-03,Caroline Wozniacki,46
2008-03-10,Caroline Wozniacki,47
2008-03-17,Caroline Wozniacki,47
2008-03-24,Caroline Wozniacki,43
2008-03-31,Caroline Wozniacki,43
2008-04-07,Caroline Wozniacki,39
2008-04-14,Caroline Wozniacki,37
2008-04-21,Caroline Wozniacki,39
2008-04-28,Caroline Wozniacki,38
2008-05-05,Caroline Wozniacki,38
2008-05-12,Caroline Wozniacki,36
2008-05-19,Caroline Wozniacki,34
2008-05-26,Caroline Wozniacki,34
2008-06-02,Caroline Wozniacki,34
2008-06-09,Caroline Wozniacki,32
2008-06-16,Caroline Wozniacki,32
2008-06-23,Caroline Wozniacki,30
2008-06-30,Caroline Wozniacki,30
2008-07-07,Caroline Wozniacki,30
2008-07-14,Caroline Wozniacki,30
2008-07-21,Caroline Wozniacki,29
2008-07-28,Caroline Wozniacki,26
2008-08-04,Caroline Wozniacki,23
2008-08-11,Caroline Wozniacki,22
2008-08-18,Caroline Wozniacki,22
2008-08-25,Caroline Wozniacki,18
2008-09-01,Caroline Wozniacki,18
2008-09-08,Caroline Wozniacki,17
2008-09-15,Caroline Wozniacki,17
2008-09-22,Caroline Wozniacki,17
2008-09-29,Caroline Wozniacki,16
2008-10-06,Caroline Wozniacki,16
2008-10-13,Caroline Wozniacki,15
2008-10-20,Caroline Wozniacki,16
2008-10-27,Caroline Wozniacki,13
2008-11-03,Caroline Wozniacki,13
2008-11-10,Caroline Wozniacki,12
2008-11-17,Caroline Wozniacki,12
2008-11-24,Caroline Wozniacki,12
2008-12-01,Caroline Wozniacki,12
2008-12-08,Caroline Wozniacki,12
2008-12-15,Caroline Wozniacki,12
2008-12-22,Caroline Wozniacki,12
2008-12-29,Caroline Wozniacki,12
2009-01-05,Caroline Wozniacki,12
2009-01-12,Caroline Wozniacki,12
2009-01-19,Caroline Wozniacki,12
2009-01-26,Caroline Wozniacki,12
2009-02-02,Caroline Wozniacki,13
2009-02-09,Caroline Wozniacki,12
2009-02-16,Caroline Wozniacki,12
2009-02-23,Caroline Wozniacki,13
2009-03-02,Caroline Wozniacki,12
2009-03-09,Caroline Wozniacki,13
2009-03-16,Caroline Wozniacki,13
2009-03-23,Caroline Wozniacki,12
2009-03-30,Caroline Wozniacki,12
2009-04-06,Caroline Wozniacki,12
2009-04-13,Caroline Wozniacki,12
2009-04-20,Caroline Wozniacki,11
2009-04-27,Caroline Wozniacki,11
2009-05-04,Caroline Wozniacki,11
2009-05-11,Caroline Wozniacki,11
2009-05-18,Caroline Wozniacki,10
2009-05-25,Caroline Wozniacki,10
2009-06-01,Caroline Wozniacki,10
2009-06-08,Caroline Wozniacki,9
2009-06-15,Caroline Wozniacki,9
2009-06-22,Caroline Wozniacki,9
2009-06-29,Caroline Wozniacki,9
2009-07-06,Caroline Wozniacki,9
2009-07-13,Caroline Wozniacki,9
2009-07-20,Caroline Wozniacki,9
2009-07-27,Caroline Wozniacki,9
2009-08-03,Caroline Wozniacki,8
2009-08-10,Caroline Wozniacki,8
2009-08-17,Caroline Wozniacki,8
2009-08-24,Caroline Wozniacki,9
2009-08-31,Caroline Wozniacki,8
2009-09-07,Caroline Wozniacki,8
2009-09-14,Caroline Wozniacki,6
2009-09-21,Caroline Wozniacki,5
2009-09-28,Caroline Wozniacki,5
2009-10-05,Caroline Wozniacki,5
2009-10-12,Caroline Wozniacki,6
2009-10-19,Caroline Wozniacki,6
2009-10-26,Caroline Wozniacki,4
2009-11-02,Caroline Wozniacki,4
2009-11-09,Caroline Wozniacki,4
2009-11-16,Caroline Wozniacki,4
2009-11-23,Caroline Wozniacki,4
2009-11-30,Caroline Wozniacki,4
2009-12-07,Caroline Wozniacki,4
2009-12-14,Caroline Wozniacki,4
2009-12-21,Caroline Wozniacki,4
2009-12-28,Caroline Wozniacki,4
2010-01-04,Caroline Wozniacki,4
2010-01-11,Caroline Wozniacki,4
2010-01-18,Caroline Wozniacki,4
2010-01-25,Caroline Wozniacki,4
2010-02-01,Caroline Wozniacki,3
2010-02-08,Caroline Wozniacki,3
2010-02-15,Caroline Wozniacki,3
2010-02-22,Caroline Wozniacki,4
2010-03-01,Caroline Wozniacki,4
2010-03-08,Caroline Wozniacki,4
2010-03-15,Caroline Wozniacki,4
2010-03-22,Caroline Wozniacki,2
2010-03-29,Caroline Wozniacki,2
2010-04-05,Caroline Wozniacki,2
2010-04-12,Caroline Wozniacki,2
2010-04-19,Caroline Wozniacki,2
2010-04-26,Caroline Wozniacki,2
2010-05-03,Caroline Wozniacki,2
2010-05-10,Caroline Wozniacki,2
2010-05-17,Caroline Wozniacki,3
2010-05-24,Caroline Wozniacki,3
2010-05-31,Caroline Wozniacki,3
2010-06-07,Caroline Wozniacki,3
2010-06-14,Caroline Wozniacki,3
2010-06-21,Caroline Wozniacki,4
2010-06-28,Caroline Wozniacki,4
2010-07-05,Caroline Wozniacki,3
2010-07-12,Caroline Wozniacki,4
2010-07-19,Caroline Wozniacki,4
2010-07-26,Caroline Wozniacki,4
2010-08-02,Caroline Wozniacki,3
2010-08-09,Caroline Wozniacki,3
2010-08-16,Caroline Wozniacki,2
2010-08-23,Caroline Wozniacki,2
2010-08-30,Caroline Wozniacki,2
2010-09-06,Caroline Wozniacki,2
2010-09-13,Caroline Wozniacki,2
2010-09-20,Caroline Wozniacki,2
2010-09-27,Caroline Wozniacki,2
2010-10-04,Caroline Wozniacki,2
2010-10-11,Caroline Wozniacki,1
2010-10-18,Caroline Wozniacki,1
2010-10-25,Caroline Wozniacki,1
2010-11-01,Caroline Wozniacki,1
2010-11-08,Caroline Wozniacki,1
2010-11-15,Caroline Wozniacki,1
2010-11-22,Caroline Wozniacki,1
2010-11-29,Caroline Wozniacki,1
2010-12-06,Caroline Wozniacki,1
2010-12-13,Caroline Wozniacki,1
2010-12-20,Caroline Wozniacki,1
2010-12-27,Caroline Wozniacki,1
2011-01-03,Caroline Wozniacki,1
2011-01-10,Caroline Wozniacki,1
2011-01-17,Caroline Wozniacki,1
2011-01-24,Caroline Wozniacki,1
2011-01-31,Caroline Wozniacki,1
2011-02-07,Caroline Wozniacki,1
2011-02-14,Caroline Wozniacki,2
2011-02-21,Caroline Wozniacki,1
2011-02-28,Caroline Wozniacki,1
2011-03-07,Caroline Wozniacki,1
2011-03-14,Caroline Wozniacki,1
2011-03-21,Caroline Wozniacki,1
2011-03-28,Caroline Wozniacki,1
2011-04-04,Caroline Wozniacki,1
2011-04-11,Caroline Wozniacki,1
2011-04-18,Caroline Wozniacki,1
2011-04-25,Caroline Wozniacki,1
2011-05-02,Caroline Wozniacki,1
2011-05-09,Caroline Wozniacki,1
2011-05-16,Caroline Wozniacki,1
2011-05-23,Caroline Wozniacki,1
2011-05-30,Caroline Wozniacki,1
2011-06-06,Caroline Wozniacki,1
2011-06-13,Caroline Wozniacki,1
2011-06-20,Caroline Wozniacki,1
2011-06-27,Caroline Wozniacki,1
2011-07-04,Caroline Wozniacki,1
2011-07-11,Caroline Wozniacki,1
2011-07-18,Caroline Wozniacki,1
2011-07-25,Caroline Wozniacki,1
2011-08-01,Caroline Wozniacki,1
2011-08-08,Caroline Wozniacki,1
2011-08-15,Caroline Wozniacki,1
2011-08-22,Caroline Wozniacki,1
2011-08-29,Caroline Wozniacki,1
2011-09-05,Caroline Wozniacki,1
2011-09-12,Caroline Wozniacki,1
2011-09-19,Caroline Wozniacki,1
2011-09-26,Caroline Wozniacki,1
2011-10-03,Caroline Wozniacki,1
2011-10-10,Caroline Wozniacki,1
2011-10-17,Caroline Wozniacki,1
2011-10-24,Caroline Wozniacki,1
2011-10-31,Caroline Wozniacki,1
2011-11-07,Caroline Wozniacki,1
2011-11-14,Caroline Wozniacki,1
2011-11-21,Caroline Wozniacki,1
2011-11-28,Caroline Wozniacki,1
2011-12-05,Caroline Wozniacki,1
2011-12-12,Caroline Wozniacki,1
2011-12-19,Caroline Wozniacki,1
2011-12-26,Caroline Wozniacki,1
2012-01-02,Caroline Wozniacki,1
2012-01-09,Caroline Wozniacki,1
2012-01-16,Caroline Wozniacki,1
2012-01-23,Caroline Wozniacki,1
2012-01-30,Caroline Wozniacki,4
2012-02-06,Caroline Wozniacki,4
2012-02-13,Caroline Wozniacki,4
2012-02-20,Caroline Wozniacki,4
2012-02-27,Caroline Wozniacki,4
2012-03-05,Caroline Wozniacki,4
2012-03-12,Caroline Wozniacki,4
2012-03-19,Caroline Wozniacki,6
2012-03-26,Caroline Wozniacki,6
2012-04-02,Caroline Wozniacki,6
2012-04-09,Caroline Wozniacki,6
2012-04-16,Caroline Wozniacki,6
2012-04-23,Caroline Wozniacki,6
2012-04-30,Caroline Wozniacki,6
2012-05-07,Caroline Wozniacki,6
2012-05-14,Caroline Wozniacki,8
2012-05-21,Caroline Wozniacki,9
2012-05-28,Caroline Wozniacki,9
2012-06-04,Caroline Wozniacki,9
2012-06-11,Caroline Wozniacki,7
2012-06-18,Caroline Wozniacki,7
2012-06-25,Caroline Wozniacki,7
2012-07-02,Caroline Wozniacki,7
2012-07-09,Caroline Wozniacki,8
2012-07-16,Caroline Wozniacki,8
2012-07-23,Caroline Wozniacki,8
2012-07-30,Caroline Wozniacki,8
2012-08-06,Caroline Wozniacki,8
2012-08-13,Caroline Wozniacki,8
2012-08-20,Caroline Wozniacki,8
2012-08-27,Caroline Wozniacki,9
2012-09-03,Caroline Wozniacki,9
2012-09-10,Caroline Wozniacki,11
2012-09-17,Caroline Wozniacki,11
2012-09-24,Caroline Wozniacki,11
2012-10-01,Caroline Wozniacki,11
2012-10-08,Caroline Wozniacki,11
2012-10-15,Caroline Wozniacki,11
2012-10-22,Caroline Wozniacki,11
2012-10-29,Caroline Wozniacki,11
2012-11-05,Caroline Wozniacki,10
2012-11-12,Caroline Wozniacki,10
2012-11-19,Caroline Wozniacki,10
2012-11-26,Caroline Wozniacki,10
2012-12-03,Caroline Wozniacki,10
2012-12-10,Caroline Wozniacki,10
2012-12-17,Caroline Wozniacki,10
2012-12-24,Caroline Wozniacki,10
2012-12-31,Caroline Wozniacki,10
2013-01-07,Caroline Wozniacki,10
2013-01-14,Caroline Wozniacki,10
2013-01-21,Caroline Wozniacki,10
2013-01-28,Caroline Wozniacki,11
2013-02-04,Caroline Wozniacki,11
2013-02-11,Caroline Wozniacki,10
2013-02-18,Caroline Wozniacki,10
2013-02-25,Caroline Wozniacki,10
2013-03-04,Caroline Wozniacki,10
2013-03-11,Caroline Wozniacki,10
2013-03-18,Caroline Wozniacki,9
2013-03-25,Caroline Wozniacki,9
2013-04-01,Caroline Wozniacki,10
2013-04-08,Caroline Wozniacki,10
2013-04-15,Caroline Wozniacki,10
2013-04-22,Caroline Wozniacki,10
2013-04-29,Caroline Wozniacki,10
2013-05-06,Caroline Wozniacki,10
2013-05-13,Caroline Wozniacki,9
2013-05-20,Caroline Wozniacki,10
2013-05-27,Caroline Wozniacki,10
2013-06-03,Caroline Wozniacki,10
2013-06-10,Caroline Wozniacki,9
2013-06-17,Caroline Wozniacki,9
2013-06-24,Caroline Wozniacki,9
2013-07-01,Caroline Wozniacki,9
2013-07-08,Caroline Wozniacki,10
2013-07-15,Caroline Wozniacki,10
2013-07-22,Caroline Wozniacki,10
2013-07-29,Caroline Wozniacki,10
2013-08-05,Caroline Wozniacki,10
2013-08-12,Caroline Wozniacki,10
2013-08-19,Caroline Wozniacki,8
2013-08-26,Caroline Wozniacki,8
2013-09-02,Caroline Wozniacki,8
2013-09-09,Caroline Wozniacki,8
2013-09-16,Caroline Wozniacki,8
2013-09-23,Caroline Wozniacki,8
2013-09-30,Caroline Wozniacki,8
2013-10-07,Caroline Wozniacki,9
2013-10-14,Caroline Wozniacki,9
2013-10-21,Caroline Wozniacki,10
2013-10-28,Caroline Wozniacki,10
2013-11-04,Caroline Wozniacki,10
2013-11-11,Caroline Wozniacki,10
2013-11-18,Caroline Wozniacki,10
2013-11-25,Caroline Wozniacki,10
2013-12-02,Caroline Wozniacki,10
2013-12-09,Caroline Wozniacki,10
2013-12-16,Caroline Wozniacki,10
2013-12-23,Caroline Wozniacki,10
2013-12-30,Caroline Wozniacki,10
2014-01-06,Caroline Wozniacki,10
2014-01-13,Caroline Wozniacki,10
2014-01-20,Caroline Wozniacki,10
2014-01-27,Caroline Wozniacki,11
2014-02-03,Caroline Wozniacki,11
2014-02-10,Caroline Wozniacki,11
2014-02-17,Caroline Wozniacki,11
2014-02-24,Caroline Wozniacki,11
2014-03-03,Caroline Wozniacki,12
2014-03-10,Caroline Wozniacki,12
2014-03-17,Caroline Wozniacki,18
2014-03-24,Caroline Wozniacki,18
2014-03-31,Caroline Wozniacki,14
2014-04-07,Caroline Wozniacki,15
